,SpeedMinimum,SpeedQ1,SpeedMedian,SpeedQ3,DistanceStartShapeCurvature,DistStartTrendAngle,DistStartTrendDevAmplitude,MaxDistPort,MinDistPort
5917,10.28,12.79,13.27,14.02,1.0,0.23,0.98,35.57,22.96
5879,6.73,12.49,12.83,13.35,1.0,0.22,0.44,44.23,21.79
5188,0.27,0.74,1.81,13.75,1.17,0.07,8.6,37.25,26.63
4517,14.6,15.98,16.42,17.05,1.0,0.28,1.13,41.42,0.37
5835,0.01,7.83,11.58,14.97,1.04,0.14,8.54,13.65,0.31
1873,0.69,1.79,1.96,2.22,1.06,0.03,0.54,93.14,88.57
2614,2.49,4.56,4.72,5.04,1.0,0.08,2.87,26.71,20.97
2138,0.33,4.31,4.47,4.79,1.42,0.04,3.02,23.86,15.72
798,0.01,0.04,0.05,0.09,3.31,0.0,0.06,0.36,0.31
6182,3.74,5.07,5.73,5.94,1.0,0.09,0.73,78.75,62.26
626,0.01,0.07,0.09,0.12,35.68,0.0,0.01,0.24,0.23
4591,0.0,0.01,0.03,0.04,12.18,0.0,0.0,0.35,0.35
6012,9.17,10.56,12.46,13.17,1.0,0.2,1.43,20.61,2.01
1616,2.25,4.68,5.32,5.78,2.07,-0.01,5.49,33.79,32.43
1782,11.68,17.34,17.76,18.6,1.0,0.3,0.22,46.06,15.97
2206,2.49,4.87,5.31,5.64,1.12,0.07,3.57,27.78,15.56
1890,2.57,13.28,14.14,14.93,1.06,0.23,16.03,34.81,24.45
790,0.01,13.95,14.22,14.45,1.0,0.23,16.35,17.34,0.03
7,0.01,0.05,0.07,0.09,23.95,0.0,0.01,0.32,0.32
2414,1.24,4.48,4.72,4.88,1.03,0.04,3.16,26.6,20.51
6054,3.51,4.34,5.38,6.5,2.53,0.0,7.24,25.93,19.42
2276,2.86,5.05,5.38,5.6,4.3,0.0,3.32,19.9,17.79
2960,0.02,0.08,0.1,0.12,35.75,0.0,0.01,0.39,0.38
5601,12.17,20.12,20.75,21.48,1.0,0.36,1.88,35.65,19.87
417,0.01,0.03,0.04,0.05,22.11,0.0,0.0,0.32,0.32
742,0.0,0.02,0.03,0.04,16.92,0.0,0.0,0.36,0.36
2127,0.02,0.06,13.2,13.8,1.0,0.14,12.15,17.84,0.05
5310,0.01,0.02,0.05,0.09,4.23,0.0,0.01,0.22,0.22
4588,3.74,6.97,16.22,16.88,1.47,0.08,6.26,33.22,21.76
3593,0.07,11.81,12.34,12.74,1.0,0.2,8.05,23.51,0.08
1909,11.75,12.95,13.69,14.68,1.0,0.22,1.95,45.89,10.01
5265,7.36,13.73,13.99,14.34,1.0,0.24,3.44,43.42,18.3
824,15.28,15.76,16.14,16.39,1.0,0.28,0.52,37.58,26.73
5680,1.87,5.6,6.07,6.33,1.0,0.09,1.63,135.23,124.39
116,0.33,5.25,5.37,6.24,1.09,0.1,3.44,48.65,47.67
1481,1.45,2.35,2.62,2.8,1.01,0.04,0.56,26.91,20.05
1904,11.19,16.43,17.02,17.9,1.0,0.27,1.03,47.51,8.97
3216,0.02,0.06,0.08,0.11,13.44,0.0,0.02,0.22,0.21
6086,0.01,0.06,0.12,0.29,5.41,0.0,0.03,0.41,0.39
4669,0.77,2.26,2.5,2.8,1.4,0.05,5.53,8.67,5.65
5596,11.38,12.37,13.59,13.99,1.0,0.23,1.4,34.62,24.34
3799,1.3,4.91,5.16,8.2,1.0,0.08,0.71,60.43,55.34
1024,0.0,0.03,0.06,0.1,3.36,0.0,0.02,0.37,0.36
592,0.04,0.07,0.08,0.11,17.71,0.0,0.01,0.24,0.23
5540,1.98,4.78,5.68,11.11,1.51,0.05,8.41,31.31,17.86
5757,12.59,16.93,17.9,18.66,1.0,0.29,0.09,44.26,42.05
2022,0.03,0.11,0.67,13.19,1.4,0.04,7.55,7.65,0.01
3980,7.54,9.85,10.02,10.32,1.0,0.17,1.23,43.76,25.16
1107,14.25,14.42,14.94,15.58,1.0,0.26,0.47,39.3,16.33
3825,0.01,0.02,0.03,0.05,11.31,0.0,0.0,0.34,0.33
2508,1.39,4.49,4.85,5.53,2.07,0.0,5.85,21.44,14.71
1797,0.08,0.3,14.42,14.92,1.01,0.17,10.27,17.23,0.02
1508,0.89,5.64,5.91,6.08,1.31,0.09,12.18,32.32,29.88
127,0.01,0.05,0.1,0.15,35.76,0.0,0.01,0.37,0.36
4691,2.74,7.18,7.47,7.93,1.93,-0.09,20.02,35.8,30.2
5976,8.91,15.43,16.28,16.83,1.09,0.25,12.35,9.8,0.66
2437,3.23,4.47,4.65,4.94,1.01,0.0,7.59,26.6,21.48
403,2.12,4.24,4.77,5.78,1.89,0.01,5.54,59.75,54.82
150,0.0,0.08,0.12,0.16,14.92,0.0,0.01,0.4,0.39
6134,7.76,12.17,12.73,13.24,1.0,0.22,0.48,54.8,25.88
2444,2.82,4.69,5.16,5.81,1.65,0.02,6.41,27.0,21.19
2442,3.61,4.57,4.74,5.09,1.0,0.04,2.28,24.24,14.87
62,0.04,16.14,16.44,16.81,1.0,0.27,11.65,24.22,0.05
2544,2.46,4.11,4.31,4.77,1.32,0.04,4.79,24.35,17.04
4191,4.75,8.52,8.76,9.11,1.0,0.15,0.37,42.67,25.88
3109,1.59,5.79,6.04,6.52,1.88,0.1,12.24,24.05,21.03
3557,3.2,5.01,5.23,5.85,1.0,0.09,0.51,43.75,40.05
5055,1.21,5.97,7.47,7.71,1.0,0.12,2.5,18.03,5.51
5721,0.0,0.02,0.04,0.06,8.91,0.0,0.01,0.35,0.34
1576,1.03,1.96,2.19,2.46,1.01,0.03,0.29,23.64,18.08
3632,0.06,0.14,0.2,0.25,3.57,0.0,0.11,0.32,0.22
4708,0.31,0.64,0.82,1.17,1.23,0.01,0.54,20.13,18.62
3590,0.01,0.1,0.13,0.18,2.98,0.0,0.11,0.33,0.22
3285,11.64,13.77,14.24,15.15,1.0,0.24,0.76,33.64,23.71
2153,4.25,13.36,14.35,15.55,1.0,0.25,10.81,34.17,26.85
4332,0.03,0.17,0.22,0.32,11.73,0.0,0.07,0.39,0.31
3676,2.98,5.19,5.56,6.07,1.0,0.08,0.76,46.08,40.06
222,0.05,0.15,0.28,15.11,1.04,0.06,12.83,16.74,0.02
6055,1.01,1.5,4.95,7.24,2.47,0.01,3.08,27.42,23.52
120,2.35,2.55,3.45,4.45,1.0,0.09,0.69,63.14,52.68
2380,2.33,5.08,5.24,5.45,1.22,0.08,5.84,26.74,22.16
3134,0.07,0.1,0.16,0.25,1.01,0.0,19.15,17.29,0.05
4289,9.16,15.38,16.6,16.95,1.0,0.28,0.58,17.17,6.65
2283,2.66,5.14,6.21,12.87,1.23,0.07,8.81,31.72,17.83
181,0.07,13.78,15.03,15.37,1.05,0.22,3.05,7.83,0.01
4485,8.79,13.34,14.7,15.83,1.0,0.24,3.54,39.03,4.95
968,0.03,9.56,10.89,11.87,1.02,0.19,12.16,17.55,0.01
627,0.01,0.05,0.07,0.09,26.06,0.0,0.0,0.24,0.23
4765,3.66,14.07,15.36,15.99,1.0,0.23,2.08,36.99,1.61
3330,0.65,0.93,1.01,15.21,1.1,0.09,13.28,21.28,10.33
6128,3.63,6.13,9.5,12.44,1.01,0.08,4.82,33.29,14.9
3454,0.53,0.85,1.09,2.68,1.56,0.01,1.23,28.93,25.94
1365,2.36,3.76,4.15,4.52,1.0,0.07,0.91,41.11,30.55
4427,11.35,14.08,14.59,15.21,1.0,0.24,0.55,32.39,0.57
4006,7.74,10.51,15.02,15.41,1.0,0.25,3.42,34.58,21.9
614,0.09,0.14,0.17,0.2,79.28,0.0,0.01,0.24,0.23
5382,2.44,6.0,6.28,6.59,2.18,0.02,3.29,50.44,46.39
3078,2.7,5.04,5.23,5.63,2.37,0.0,6.01,17.2,13.53
266,0.0,0.02,0.04,0.06,18.5,0.0,0.0,0.36,0.36
3841,9.13,16.29,16.72,17.59,1.0,0.29,0.25,41.87,26.87
3973,9.71,13.65,15.35,16.18,1.0,0.25,1.77,24.31,11.36
1932,2.45,3.55,3.75,4.26,2.19,0.0,5.49,78.68,71.22
2199,1.61,4.49,11.78,13.36,1.27,0.09,11.04,34.58,20.98
3190,12.89,14.14,14.41,14.9,1.0,0.25,0.3,44.2,24.56
1807,12.4,16.69,16.84,17.25,1.0,0.29,1.92,20.96,2.39
225,0.04,0.1,0.13,0.16,13.86,0.0,0.02,0.34,0.32
4201,9.4,12.94,13.54,14.23,1.0,0.23,1.56,20.86,14.49
6196,1.32,3.74,13.43,14.12,1.02,0.19,6.89,52.07,30.08
4726,0.71,2.45,15.44,17.13,2.44,-0.02,6.03,41.33,34.71
2068,0.23,0.28,0.32,0.43,1.01,0.0,17.3,10.85,0.07
4966,10.02,15.5,16.19,16.96,1.0,0.26,0.57,34.96,26.3
2098,0.0,0.04,0.07,0.48,1.14,0.0,0.17,0.36,0.21
1186,1.51,4.02,14.8,15.72,1.0,0.23,5.41,61.39,16.38
2963,0.05,0.1,0.13,0.17,44.64,0.0,0.01,0.39,0.38
4038,8.56,15.03,15.35,15.76,1.0,0.26,1.2,52.51,33.74
2489,0.71,4.89,5.08,5.26,1.18,0.05,3.64,26.34,15.63
4803,0.16,1.27,1.85,3.72,1.33,0.01,3.43,13.37,8.67
2186,2.43,5.08,5.24,5.57,1.58,0.01,3.42,25.66,20.91
5739,9.17,12.18,12.4,12.76,1.0,0.21,0.43,25.76,4.84
2870,0.0,0.11,0.22,0.61,1.29,0.0,1.23,1.46,0.04
2349,1.58,4.88,5.21,5.43,3.42,0.01,3.27,20.33,17.79
3730,1.47,3.27,3.59,5.36,1.86,-0.07,12.31,30.4,26.36
284,0.07,0.12,0.15,0.19,71.42,0.0,0.01,0.32,0.31
3306,3.37,4.71,4.93,5.06,1.0,0.08,0.02,95.44,92.11
920,3.97,6.86,12.05,12.58,1.0,0.19,5.04,22.78,11.51
5789,3.12,6.14,6.48,6.77,1.23,-0.05,12.37,29.86,26.99
5615,0.07,0.16,0.22,0.34,8.24,0.0,0.09,0.39,0.34
4830,0.02,0.04,0.05,0.06,7.04,0.0,0.0,0.29,0.29
2392,3.82,4.98,5.14,5.34,3.82,0.0,3.43,20.05,17.76
2354,2.2,11.35,11.92,13.7,1.0,0.2,3.43,36.27,19.23
6217,3.95,4.18,5.54,6.16,3.71,0.0,2.04,13.56,10.75
922,0.0,0.05,0.07,0.1,3.34,0.0,0.04,0.35,0.31
5967,8.29,14.65,15.5,16.09,1.0,0.25,4.19,30.57,4.52
1402,0.72,1.94,2.27,2.48,1.03,0.03,0.9,20.74,15.97
6061,0.02,0.09,0.12,0.16,11.85,0.0,0.02,0.35,0.33
4263,5.2,12.17,12.63,12.88,1.0,0.22,1.22,26.98,16.92
2469,1.6,4.69,4.85,4.99,1.03,0.04,2.05,26.9,19.52
2273,1.61,5.12,5.47,5.73,3.34,0.01,3.02,20.3,17.39
4108,0.0,0.01,0.02,0.03,7.51,0.0,0.0,0.36,0.36
1546,1.34,1.97,2.24,2.43,1.0,0.04,0.17,59.39,53.28
617,0.04,0.12,0.14,0.17,21.15,0.0,0.02,0.24,0.23
1092,13.46,14.93,15.38,15.65,1.0,0.26,0.19,50.35,16.95
4186,9.39,16.57,16.96,17.36,1.0,0.3,1.71,32.18,0.59
612,0.08,0.13,0.16,0.18,70.18,0.0,0.0,0.24,0.23
885,0.01,0.12,0.16,0.24,3.47,0.0,0.07,0.37,0.29
5500,2.86,5.18,5.32,5.52,5.88,0.0,2.23,19.88,17.81
4953,3.17,5.72,5.88,6.09,1.0,0.1,0.88,92.44,89.9
3444,12.8,14.02,14.72,15.77,1.0,0.17,2.88,32.02,19.99
777,0.0,0.03,0.04,0.05,24.08,0.0,0.0,0.36,0.36
1638,1.29,4.47,15.69,17.61,1.18,0.09,16.78,62.14,39.21
3252,12.09,16.51,16.69,17.06,1.0,0.29,0.21,31.49,24.94
5872,8.8,9.29,9.81,16.35,1.0,0.19,5.96,24.61,7.47
6089,0.0,0.1,0.19,0.3,12.43,0.0,0.02,0.41,0.39
28,0.01,0.25,14.13,15.27,1.18,0.09,12.08,17.41,0.03
5162,0.23,0.38,4.22,12.02,1.34,0.02,10.66,13.4,3.58
3280,13.69,14.0,14.65,15.44,1.0,0.24,2.34,34.44,23.6
3604,0.01,0.08,0.11,0.15,2.75,0.0,0.11,0.33,0.22
3393,2.39,4.23,4.45,15.31,1.59,0.0,15.35,24.42,15.76
74,10.83,12.27,13.46,14.28,1.0,0.22,4.15,34.66,5.04
4611,0.84,2.04,2.31,2.5,1.0,0.04,0.16,16.94,11.98
5405,2.27,4.57,5.41,6.19,4.14,0.0,3.32,20.32,17.31
4078,11.95,12.27,12.54,12.71,1.0,0.22,0.84,44.48,19.84
3505,1.58,2.18,2.34,2.51,1.01,0.04,0.13,29.49,22.98
3143,0.07,0.17,0.24,16.87,1.04,0.09,14.28,17.64,0.12
2609,4.16,4.42,4.62,5.32,1.5,0.02,6.47,26.51,19.87
2227,2.72,4.68,5.01,5.49,3.65,0.0,3.42,20.41,17.71
2002,0.01,0.1,0.86,1.83,1.88,0.03,2.72,5.26,0.23
1584,0.37,0.8,2.63,3.33,1.27,-0.01,13.97,25.91,23.31
1517,0.46,1.54,1.98,2.37,1.08,0.03,1.56,38.97,35.88
4212,0.07,17.41,17.71,17.99,1.03,0.31,11.98,25.0,0.18
3148,0.06,0.14,0.19,0.23,44.72,0.0,0.01,0.31,0.3
1072,14.22,15.14,15.45,15.89,1.0,0.27,0.3,32.75,14.57
2691,2.9,4.35,4.68,5.12,2.28,0.0,5.59,23.54,15.59
1799,14.03,14.53,14.72,15.15,1.0,0.25,1.3,34.67,16.63
2820,0.07,0.29,0.42,0.67,3.18,0.0,0.24,0.46,0.24
4242,0.0,0.04,0.09,0.14,4.08,0.0,0.03,0.35,0.31
2633,2.79,3.8,4.07,4.3,1.0,0.05,1.54,25.08,21.01
3958,0.0,0.06,0.78,4.09,1.04,0.0,0.67,0.51,0.01
3404,1.35,2.21,2.33,2.46,1.01,0.04,0.15,24.77,23.28
4718,4.33,9.0,16.72,17.17,1.17,0.2,16.74,53.26,29.61
5938,6.52,8.1,8.26,8.37,1.0,0.14,0.46,17.96,2.05
3246,0.01,2.0,13.13,13.53,1.0,0.14,13.4,17.43,0.03
4505,15.72,16.24,16.55,16.95,1.0,0.28,0.43,22.84,0.13
2684,2.1,4.61,4.91,5.22,1.14,0.03,3.28,27.0,21.05
115,11.73,15.89,16.59,18.55,1.0,0.29,1.8,34.59,9.1
4384,14.73,15.44,15.91,16.49,1.0,0.27,0.76,38.16,0.52
6067,0.91,2.37,2.49,2.78,2.45,-0.01,5.07,27.55,20.04
5698,6.61,14.53,14.83,15.22,1.0,0.26,3.93,26.14,0.02
3702,0.68,0.93,1.16,1.36,1.0,0.02,4.65,35.01,27.91
3596,0.55,1.22,1.32,1.77,1.7,0.0,0.63,66.94,65.3
5277,8.22,13.78,14.08,14.5,1.0,0.24,0.6,30.66,2.85
337,0.04,0.08,0.14,0.19,76.99,0.0,0.0,0.33,0.32
2687,3.19,4.63,4.81,5.29,2.1,-0.06,9.99,25.14,21.17
4142,8.28,14.85,15.13,15.36,1.0,0.26,1.54,42.13,27.07
4843,5.4,11.19,11.33,11.58,1.0,0.2,6.59,18.07,0.46
1973,3.27,4.49,4.96,5.37,1.04,0.08,1.67,87.34,75.1
753,0.01,0.04,0.05,0.07,22.57,0.0,0.0,0.36,0.35
4558,0.51,1.05,6.28,6.7,1.77,-0.05,18.62,24.41,18.04
1938,2.35,4.34,4.78,5.18,1.0,0.09,1.21,96.25,84.59
673,0.0,0.02,0.03,0.04,24.78,0.0,0.0,0.36,0.36
2712,14.36,14.8,15.22,15.82,1.0,0.26,0.61,34.03,25.82
3511,0.49,2.2,2.46,2.72,1.0,0.04,0.17,34.95,32.0
1201,2.08,2.28,2.59,2.66,1.11,-0.04,14.17,32.08,31.1
4260,0.03,0.11,0.2,0.24,12.63,0.0,0.01,0.31,0.3
424,0.0,0.04,0.05,0.06,21.8,0.0,0.0,0.32,0.32
4421,9.93,16.28,16.93,17.62,1.0,0.28,0.11,13.69,4.95
3715,2.44,4.0,5.13,5.71,2.5,0.0,2.03,31.21,27.25
664,0.01,0.04,0.05,0.08,1.11,0.0,3.85,3.75,0.01
350,11.93,15.32,15.68,16.41,1.0,0.27,1.28,46.75,19.65
447,14.74,15.26,15.92,17.25,1.0,0.26,0.38,44.14,27.79
709,0.0,0.02,0.03,0.05,24.56,0.0,0.0,0.36,0.35
1924,2.65,4.38,4.88,5.12,1.0,0.07,0.76,77.92,68.99
1221,0.17,0.29,0.44,2.35,1.07,0.05,2.52,33.75,32.33
3922,5.81,10.79,11.28,11.84,1.0,0.18,0.84,44.38,24.16
2766,0.17,0.3,0.39,0.47,29.23,0.0,0.03,0.45,0.42
5245,0.01,0.08,0.81,9.04,1.02,0.15,9.17,12.57,0.13
387,2.4,4.07,4.49,4.81,1.0,0.07,0.77,26.13,12.87
5465,3.6,4.87,5.29,5.89,3.94,0.0,2.73,20.12,17.76
3547,0.32,2.4,2.71,3.26,1.4,-0.03,11.05,39.8,31.94
1337,0.9,1.77,2.26,2.5,1.0,0.03,0.53,21.06,15.91
4850,9.37,16.86,17.37,17.64,1.0,0.29,0.95,21.44,0.52
4547,0.6,1.33,2.24,2.46,1.0,0.03,0.5,12.38,8.15
5290,7.01,12.08,12.48,13.36,1.0,0.21,0.05,31.77,28.3
4795,5.12,9.92,10.41,11.7,1.12,0.16,2.12,15.17,1.05
3205,11.42,16.56,17.5,18.31,1.0,0.28,0.83,18.78,2.13
1608,0.97,1.47,1.8,2.17,1.01,0.03,1.05,49.53,43.47
830,0.03,0.08,0.1,0.14,35.39,0.0,0.01,0.35,0.34
5046,11.08,17.44,18.69,20.22,1.0,0.31,2.67,53.23,34.8
5888,11.74,13.21,13.5,13.77,1.0,0.23,0.51,39.3,23.75
3418,0.97,2.34,2.49,2.64,1.01,0.04,0.13,20.76,13.19
1734,1.44,1.91,2.23,2.7,1.0,0.04,0.31,40.33,39.4
5509,1.31,4.84,5.18,5.46,3.68,-0.01,4.5,20.27,17.78
5505,1.07,4.47,5.1,5.65,3.75,0.0,3.42,20.05,17.78
6228,3.0,5.09,5.56,5.97,2.73,0.01,4.11,25.68,23.59
6178,0.71,14.53,15.28,16.2,1.14,0.03,14.2,17.09,0.75
1006,0.07,0.15,0.19,0.23,20.88,0.0,0.02,0.37,0.34
5273,8.41,15.99,16.34,16.93,1.0,0.28,0.54,67.85,46.76
400,13.73,15.16,15.48,15.92,1.0,0.27,0.96,45.29,4.93
1253,0.91,1.73,2.0,2.15,1.0,0.02,4.43,42.91,33.96
21,0.03,0.08,0.1,0.12,47.75,0.0,0.0,0.32,0.31
1305,0.99,1.99,2.26,2.59,1.44,0.03,2.77,17.71,17.15
237,0.09,0.15,0.18,0.25,71.0,0.0,0.01,0.34,0.33
3107,0.93,5.83,6.13,6.55,1.91,-0.06,9.62,22.19,21.03
3665,0.99,1.62,2.7,3.77,1.16,0.03,2.08,89.53,84.19
671,0.01,0.03,0.04,0.05,2.63,0.0,0.05,0.36,0.32
6060,1.4,14.89,15.31,15.83,1.0,0.26,4.62,24.54,3.4
845,11.35,14.86,15.12,15.39,1.0,0.26,0.68,33.67,6.15
4790,1.74,8.94,9.98,13.14,1.27,0.05,5.2,13.31,0.91
5678,4.96,6.4,7.63,15.72,1.0,0.17,6.04,208.14,193.29
1353,0.8,1.6,1.9,2.2,1.48,0.02,2.16,36.73,31.26
5229,5.15,11.71,13.31,14.6,1.0,0.23,1.05,10.79,3.81
6031,1.27,2.14,2.4,2.6,2.32,0.0,2.44,15.9,13.27
3451,1.08,3.76,4.31,5.58,1.0,0.09,2.54,28.92,20.76
869,11.9,13.85,14.4,15.4,1.0,0.25,1.53,39.21,12.81
3686,3.64,5.84,5.97,6.08,1.4,0.1,11.8,68.04,59.88
604,0.01,0.07,0.08,0.11,30.55,0.0,0.01,0.24,0.23
4930,8.38,13.98,14.32,14.91,1.01,0.06,17.12,52.16,29.7
4998,4.5,4.7,4.87,4.99,1.0,0.04,3.53,94.43,87.2
4723,1.86,1.95,5.77,10.12,1.2,0.05,2.77,41.14,33.32
3868,0.0,0.08,0.09,0.11,6.35,0.0,0.03,0.4,0.38
902,0.0,0.03,0.05,0.09,3.5,0.0,0.04,0.32,0.31
2904,0.0,0.03,0.05,0.07,12.97,0.0,0.0,0.4,0.4
1747,0.29,1.8,2.2,4.42,1.55,0.03,5.05,14.28,13.32
3310,1.04,4.21,4.53,4.94,1.02,0.07,1.85,87.25,76.28
2051,0.01,0.05,0.08,0.12,1.09,0.0,3.63,3.57,0.09
4047,9.83,15.25,15.67,16.05,1.0,0.27,1.49,53.73,19.39
3928,6.35,16.13,16.32,16.69,1.0,0.27,3.63,43.3,22.84
2757,0.09,0.26,0.33,0.4,28.99,0.0,0.03,0.46,0.44
6218,1.05,5.42,5.86,6.2,1.41,0.04,3.75,12.55,5.81
4417,0.18,16.13,16.53,17.03,1.01,0.28,18.23,16.01,0.29
696,0.01,0.03,0.03,0.04,26.86,0.0,0.0,0.36,0.35
1179,11.79,15.62,15.8,16.26,1.0,0.27,1.25,38.66,2.0
4720,1.33,4.33,6.63,7.38,1.19,0.06,1.6,34.32,30.55
6027,1.19,1.97,2.41,2.72,2.5,0.0,2.01,20.36,16.35
2173,2.49,4.75,5.1,5.41,2.28,0.01,3.57,28.82,24.62
5107,0.19,0.67,0.78,3.45,1.79,0.0,5.14,4.88,0.38
5576,0.95,5.34,8.98,13.01,1.14,0.15,10.1,35.09,26.78
1090,13.94,15.16,15.81,16.64,1.0,0.26,1.24,32.13,4.57
848,14.7,15.13,15.73,17.14,1.0,0.27,0.05,37.63,33.54
1769,14.72,15.85,16.78,17.7,1.0,0.27,0.02,26.95,22.56
3808,5.35,13.86,16.49,18.03,1.0,0.27,1.88,42.27,2.27
4876,6.1,15.46,15.69,16.0,1.13,0.27,20.76,20.68,5.91
3745,3.28,4.67,5.01,5.4,1.33,-0.02,16.62,24.86,11.83
605,0.03,0.08,0.1,0.13,26.73,0.0,0.01,0.24,0.23
174,2.88,3.22,3.51,3.85,1.0,0.06,0.3,71.78,61.94
5298,6.72,10.57,11.35,12.73,1.0,0.19,3.64,26.32,1.95
2269,3.12,5.2,5.41,5.75,3.21,0.01,3.81,20.25,17.75
2463,0.6,5.23,5.49,5.71,1.23,0.04,3.28,27.88,19.87
100,0.03,0.19,17.02,17.33,1.02,0.2,17.0,18.54,0.02
1243,0.47,1.44,1.99,2.2,1.89,0.02,1.67,46.47,42.74
741,0.0,0.02,0.03,0.05,24.66,0.0,0.0,0.36,0.36
334,0.06,0.18,15.27,15.89,1.03,0.15,14.8,18.92,0.01
2908,0.01,0.08,0.1,0.16,33.4,0.0,0.01,0.39,0.38
2881,3.27,4.58,4.68,4.82,1.0,0.08,0.17,63.35,48.87
3292,2.28,3.79,4.05,4.24,1.07,0.06,2.82,81.06,77.24
3463,1.52,2.18,2.35,2.53,1.03,0.03,0.23,29.88,27.9
4690,2.74,3.38,5.98,7.41,1.83,0.01,4.4,35.8,30.18
2987,0.06,0.1,0.12,0.18,32.26,0.0,0.01,0.39,0.38
5429,2.19,4.79,5.06,5.79,4.67,0.0,2.31,19.89,17.78
5647,8.79,13.81,14.7,15.23,1.0,0.24,6.85,31.72,3.79
5534,3.41,13.35,13.81,14.23,1.0,0.24,13.83,34.87,24.77
5638,0.11,0.24,0.29,0.38,6.05,0.0,0.16,0.45,0.37
4702,0.78,2.62,6.71,7.0,2.0,-0.02,6.71,42.95,40.78
4423,7.68,14.29,14.43,14.81,1.0,0.25,0.13,26.11,14.53
4043,5.3,9.47,10.01,10.56,1.15,0.02,7.32,68.19,57.73
6002,4.01,6.97,7.72,8.12,1.0,0.12,0.97,46.92,28.73
4736,5.11,10.56,10.93,12.13,1.0,0.19,3.0,26.56,13.94
1468,0.84,1.68,1.97,2.74,1.0,0.03,0.15,51.23,46.43
1838,2.09,3.07,4.0,4.93,2.58,0.0,4.54,67.41,63.87
3123,0.03,0.1,0.12,0.15,33.86,0.0,0.0,0.36,0.36
3674,0.73,5.67,5.86,6.21,1.0,0.1,12.3,43.83,40.58
460,0.01,0.03,0.05,0.06,19.42,0.0,0.01,0.4,0.39
5142,0.0,0.06,0.08,0.13,5.34,0.0,0.02,0.24,0.22
5494,3.08,4.78,5.01,5.37,4.66,0.0,2.31,20.35,17.74
1562,1.32,2.06,2.32,2.54,1.0,0.04,3.06,29.94,23.7
1975,2.0,2.32,2.44,2.62,1.83,0.0,4.37,35.57,33.98
3290,3.67,4.18,4.36,4.53,1.0,0.06,0.13,77.24,75.43
4515,9.72,15.08,15.73,16.6,1.0,0.27,0.16,8.66,4.57
738,0.01,0.03,0.04,0.05,31.26,0.0,0.0,0.36,0.35
5485,4.54,4.95,5.15,5.38,2.53,-0.01,7.07,26.69,20.19
1438,1.11,2.07,2.5,3.8,1.1,0.04,1.89,11.62,10.11
497,0.0,0.03,0.03,0.04,1.82,0.0,0.06,0.37,0.32
2750,0.16,0.25,0.32,0.4,45.84,0.0,0.02,0.46,0.44
3945,9.32,16.04,16.24,16.64,1.0,0.28,0.52,23.55,2.08
375,3.78,4.04,4.32,4.71,1.0,0.06,3.94,78.67,66.69
5071,7.39,13.71,14.14,14.62,2.24,0.06,12.04,14.07,0.29
1209,0.95,1.87,2.04,2.25,1.0,0.04,0.17,43.35,38.5
5037,8.62,13.35,15.85,16.89,1.0,0.24,2.28,13.09,1.26
404,2.01,2.39,3.78,4.2,1.17,0.05,2.39,42.48,34.99
3778,1.65,3.74,5.36,7.29,1.4,0.02,0.89,50.55,47.49
2467,3.38,5.3,5.63,5.97,1.09,0.09,7.03,26.76,20.79
5521,4.27,5.2,5.44,5.82,1.03,0.06,1.67,27.28,15.59
93,0.26,15.94,16.6,16.78,1.03,0.27,3.19,14.99,0.01
3513,0.96,14.59,14.98,15.33,1.07,0.25,18.88,35.31,29.86
3204,11.42,16.13,16.63,17.96,1.0,0.28,0.55,18.78,2.13
2221,1.89,4.65,5.11,5.3,1.13,0.06,1.66,27.76,17.42
1849,10.64,16.99,17.25,17.6,1.0,0.27,1.58,52.14,14.44
827,0.05,0.13,0.19,0.25,17.56,0.0,0.03,0.37,0.34
4524,2.35,6.07,6.85,7.26,1.29,0.1,8.99,30.55,24.52
3187,12.85,16.46,16.6,16.97,1.0,0.29,0.35,18.82,1.57
4378,5.84,15.58,15.98,16.61,1.0,0.27,10.46,23.72,0.29
343,0.04,0.08,0.11,0.14,62.72,0.0,0.0,0.32,0.32
2683,3.78,4.8,5.02,5.34,1.3,-0.01,7.32,27.0,21.15
2786,0.09,0.23,0.29,0.43,46.59,0.0,0.02,0.46,0.43
2547,0.94,4.47,5.02,6.15,2.0,0.01,5.45,22.87,15.53
3146,0.11,0.18,0.21,0.25,75.08,0.0,0.01,0.31,0.3
5209,0.03,0.35,0.49,1.03,1.08,0.03,9.05,12.2,0.28
5670,10.16,15.34,16.19,16.86,1.0,0.27,1.2,35.53,21.24
691,0.0,0.02,0.02,0.03,15.63,0.0,0.0,0.36,0.35
0,0.03,15.51,15.91,16.52,1.01,0.28,9.6,29.28,0.01
1582,0.9,2.06,2.22,2.4,1.66,0.04,2.3,27.89,23.57
1707,13.03,15.72,16.11,16.67,1.0,0.26,2.84,31.89,1.84
5512,2.02,4.84,6.43,11.67,1.24,0.09,9.21,23.5,17.83
2021,0.25,9.54,15.05,15.5,1.31,0.15,11.42,14.13,0.11
3221,0.05,0.11,0.13,0.14,74.27,0.0,0.0,0.32,0.32
3591,0.01,0.15,1.61,12.65,1.03,0.02,4.31,5.36,0.08
2003,0.02,0.09,0.11,0.5,1.0,0.0,18.07,15.44,0.22
